"HUB Windows Server 2022 - 20250424","04/24/2025 at 08:49:46 (GMT-0400)"
"GDIT - General Dynamics Information Technology","3150 Fairview Park Drive",,"Falls Church","Virginia","United States of America","22042"
"Bashir Abdul","gdtge3ba1","Reader"
SUMMARY
Policy Title,IPs,Asset Tags,Host Instance,Policy Locking,Policy Last Evaluated,Technologies,Controls,Assets,Control Instances,Passed,Failures,Error,Approved Exceptions,Pending Exceptions,Policy Id
"CHQ-CIS Benchmark for Microsoft Windows Server 2022, v3.0.0, [Automated and Manual, Level 1 - Member Server] v.6.0","N/A","Included(any): CHQ-Hub - Site;
Excluded(any);"," ()","Unlocked","04/22/2025 at 14:28:49 (GMT-0400)","Windows 2022 Server","337","2","674","226 (33.53%)","448 (66.47%)","0","0","0","6224106"
Host Statistics (Percentage of Controls Passed per Host)
IP Address,Tracking Method,DNS Name,Netbios Name,Operating System,Last Scan Date,Percentage,Qualys Host ID,Host ID
"10.212.0.97","AGENT","1431-ntt-mgmt-2","1431-NTT-MGMT-2","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","33.53% (113 of 337)","4f5a71d4-1908-402d-a5e8-d53732b8bc9c","483999542"
"10.212.0.98","AGENT","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","33.53% (113 of 337)","b233036d-92c0-4076-a1db-2fd0e55f74cb","483042163"
ASSET TAGS
"10.212.0.97","Cloud Agent","Windows Server 2022","CHQ Enterprise","CHQ-SVR-Windows","CHQ-Hub - Site"
"10.212.0.98","Cloud Agent","Windows Server 2022","CHQ Enterprise","CHQ-SVR-Windows","CHQ-Hub - Site"
RESULTS
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","10377","Windows 2022 Server","Status of the 'Use enhanced anti-spoofing when available' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","23138","Windows 2022 Server","Status of the 'Turn off Spotlight collection on Desktop' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2400","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Shut down the system (SeShutdownPrivilege)' right","URGENT","5","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","25338","Windows 2022 Server","Status of the 'Configure Redirection Guard' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2186","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Back up files and directories' right","URGENT","5","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2586","Windows 2022 Server","Status of the 'User Account Control: Admin Approval Mode for the Built-in Administrator account' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","10370","Windows 2022 Server","Status of the 'Enable insecure guest logons' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3875","Windows 2022 Server","Status of the 'Do not allow drive redirection' setting (Terminal Services)","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2399","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Restore files and directories (SeRestorePrivilege)' right","URGENT","5","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","27616","Windows 2022 Server","Status of the 'Configure security policy processing: Do not apply during periodic background processing' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4474","Windows 2022 Server","Status of the audit setting 'Other System Events' (advanced audit setting)","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4194","Windows 2022 Server","Status of the 'Turn Off Background Refresh of Group Policy' setting","MEDIUM","2","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","26147","Windows 2022 Server","Status of Configure password backup directory setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3942","Windows 2022 Server","Status of the 'System: Control Event Log behavior when the log file reaches its maximum size' Group Policy setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1386","Windows 2022 Server","Status of the 'Network Access: Sharing and security model for local accounts' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9024","Windows 2022 Server","Status of the 'Apply UAC restrictions to local accounts on network logons' settings","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4741","Windows 2022 Server","Status of the 'MSS: (DisableIPSourceRoutingIPv6) IP source routing protection level (protects against packet spoofing)' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4493","Windows 2022 Server","Status of the audit setting 'Other Object Access Events' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","26149","Windows 2022 Server","Status of password (PasswordAgeDays) setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","5209","Windows 2022 Server","Status of the 'Network Access: Named Pipes that can be accessed anonymously' setting","SERIOUS","3","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2583","Windows 2022 Server","Status of the 'User Account Control: Run all administrators in Admin Approval Mode' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3932","Windows 2022 Server","Status of the 'Windows Firewall: Inbound connections (Public)' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1197","Windows 2022 Server","Status of the 'Network access: Do not allow anonymous enumeration of SAM accounts' setting","SERIOUS","3","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4475","Windows 2022 Server","Status of the audit setting 'Logon' (advanced audit setting)","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","26137","Windows 2022 Server","Status of Password (PasswordLength) setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8161","Windows 2022 Server","Status of the 'Windows Firewall: Log file path and name (Private)' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3960","Windows 2022 Server","Status of the 'Windows Firewall: Apply local firewall rules (Public)' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8165","Windows 2022 Server","Status of the 'Windows Firewall: Log dropped packets (Public)' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3965","Windows 2022 Server","Status of the 'Windows Firewall: Display a notification (Public)' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","25359","Windows 2022 Server","Status of the 'Authentication protocol to use for incoming RPC connections' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","25350","Windows 2022 Server","Status of the 'Allow Custom SSPs and APs to be loaded into LSASS' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","4506","Windows 2022 Server","Status of the audit setting 'Other Policy Change Events' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3891","Windows 2022 Server","Status of the 'Always prompt for password upon connection' setting (Terminal Services)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","14415","Windows 2022 Server","Status of the 'Encryption Oracle Remediation' group policy","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","25356","Windows 2022 Server","Status of the 'Enable MPR notifications for the system' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","21376","Windows 2022 Server","Status of the Security Group Policy ""Network access: Allow anonymous SID/Name translation"" on the host","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9537","Windows 2022 Server","Status of 'Windows Defender - Turn on e-mail scanning' setting","MEDIUM","2","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1153","Windows 2022 Server","Status of the 'Network Access: Do not allow Anonymous Enumeration of SAM Accounts and Shares' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3897","Windows 2022 Server","Status of 'Enumerate administrator accounts on elevation' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2191","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Change the system time' right","URGENT","5","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2642","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Impersonate a client after authentication' right","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8243","Windows 2022 Server","Configure 'Network Security:Restrict NTLM: Outgoing NTLM traffic to remote servers'","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9449","Windows 2022 Server","Status of 'Scan all downloaded files and attachments' setting","MEDIUM","2","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1426","Windows 2022 Server","Status of the 'System objects: Strengthen default permissions of internal system objects' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3943","Windows 2022 Server","Status of the 'Security: Control Event Log behavior when the log file reaches its maximum size' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8366","Windows 2022 Server","Status of the name of the 'Built-in Guest' account","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3948","Windows 2022 Server","Status of the 'Windows Firewall: Inbound connections (Private)' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","11203","Windows 2022 Server","Status of the 'Do not suggest third-party content in Windows spotlight' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2616","Windows 2022 Server","Status of the 'Prohibit installation and configuration of Network Bridge on the DNS domain network' setting","MEDIUM","2","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2192","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Create a Pagefile' right","URGENT","5","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8175","Windows 2022 Server","Status of the 'Turn on PIN sign-in' setting","SERIOUS","3","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2606","Windows 2022 Server","Status of the 'User Account Control: Switch to the secure desktop when prompted for elevation' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8177","Windows 2022 Server","Status of the 'Enumerate local users on domain-joined computers (EnumerateLocalUsers)' setting (Enabled / Disabled)","SERIOUS","3","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","13923","Windows 2022 Server","Status of 'Block Office applications from injecting code into other processes' ASR rule (75668C1F-73B5-4CF0-BB93-3ECF5CB7CC84)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1183","Windows 2022 Server","Status of the 'Disable Autorun for all drives' setting for the HKLM key","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1369","Windows 2022 Server","Status of the 'Shutdown: Allow system to be shut down without having to log on' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2402","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Take ownership of files or other objects (SeTakeOwnershipPrivilege)' right","URGENT","5","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","13932","Windows 2022 Server","Status of 'Block Office applications from creating executable content' ASR rule (3B576869-A4EC-4529-8536-B80A7769E899)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","22305","Windows 2022 Server","Status of 'Enable file hash computation feature'.","MEDIUM","2","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","25361","Windows 2022 Server","Status of the 'Protocols to allow for incoming RPC connections' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","2607","Windows 2022 Server","Status of the 'Prohibit use of Internet Connection Sharing on your DNS domain network' setting","MEDIUM","2","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1389","Windows 2022 Server","Status of the 'Network Security: Minimum session security for NTLM SSP based (including secure RPC) clients' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
